section,tier,status,title,h1,last_updated,url,headings,final_url,error
appearance,conditional,200,Google,"Speakable ( Article , WebPage ) structured data (BETA)",,https://developers.google.com/search/docs/appearance/structured-data/speakable?hl=en,Example | Country and language availability | Getting started | Guidelines | Technical guidelines | Content guidelines | Structured data type definitions | Troubleshooting | Can't trigger content | More audio solutions | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/structured-data/speakable?hl=en,
appearance,conditional,200,Google,Vacation rental ( VacationRental ) structured data,,https://developers.google.com/search/docs/appearance/structured-data/vacation-rental?hl=en,Before You Begin | How to add structured data | Example | Eligibility guidelines | Structured data type definitions | VacationRental | Monitor rich results with Search Console | After deploying structured data for the first time | After releasing new templates or updating your code | Analyzing traffic periodically | Troubleshooting | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/structured-data/vacation-rental?hl=en,
appearance,conditional,200,Google,"Video ( VideoObject , Clip , BroadcastEvent ) structured data",,https://developers.google.com/search/docs/appearance/structured-data/video?hl=en,How to add structured data | Examples | Standard video result | LIVE badge | Clip | SeekToAction | Guidelines | LIVE badge guidelines | Best practices for marking timestamps on YouTube | Clip and SeekToAction guidelines | Structured data type definitions | VideoObject | BroadcastEvent | Monitor rich results with Search Console | After deploying structured data for the first time | After releasing new templates or updating your code | Analyzing traffic periodically | Troubleshooting | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/structured-data/video?hl=en,
appearance,core,200,"An illustration of a text result in Google Search, with a highlighted box around the title link part",Influencing your title links in search results,,https://developers.google.com/search/docs/appearance/title-link?hl=en,Best practices for influencing title links | How title links in Google Search are created | Common issues and how Google manages them | Half-empty <title> elements | Obsolete <title> elements | Inaccurate <title> elements | Micro-boilerplate text in <title> elements | No clear main title | Mismatch of writing system or language used in <title> elements | Duplication of the site name in the <title> element | Submitting feedback about title links | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/title-link?hl=en,
appearance,core,200,Google,Top Places List,,https://developers.google.com/search/docs/appearance/top-places-list?hl=en,Requirements for the listing site | Prevent your website's lists from appearing in a Top Places List feature | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/top-places-list?hl=en,
appearance,core,200,Google,Translated results in Google Search,,https://developers.google.com/search/docs/appearance/translated-results?hl=en,Feature availability | How translated results work | Monitor performance in Search Console | Opting in or out of translated results | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/translated-results?hl=en,
appearance,core,200,Google,Video SEO best practices,,https://developers.google.com/search/docs/appearance/video?hl=en,Help Google find your videos | Ensure your videos can be indexed | Use a supported video file type | Use stable URLs | Create a dedicated watch page for each video | Using third-party embedded players | Which URL is which? | Provide a high-quality video thumbnail | Provide consistent and unique information in your structured data | Enable specific video features | Video previews | Key moments | Live Badge | Allow Google to fetch your video files | Remove or restrict your videos | Remove a video | Restrict a video based on the user's location | Optimize for SafeSearch | Monitor video watch pages with Search Console | Troubleshoot video issues | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/video?hl=en,
appearance,core,200,"An illustration of how a video result looks in Google Search with callouts for the attribution, title link, upload date, and video thumbnail visual elements",Visual Elements gallery of Google Search,,https://developers.google.com/search/docs/appearance/visual-elements-gallery?hl=en,Anatomy of a Google Search results page | Attribution | Favicon | Site name | Visible URL | Domain | Breadcrumb | Text result | Title link | Snippet | Byline date | Sitelinks group | Sitelink | Text result image | Rich attributes | Image result | Image thumbnail | Video result | Video thumbnail | Upload date | Exploration features | Related searches group | Related questions group | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/visual-elements-gallery?hl=en,
appearance,conditional,200,Google,Web Story Content Policies on Google,,https://developers.google.com/search/docs/appearance/web-stories-content-policy?hl=en,Copyrighted content | Text-heavy Web Stories | Low quality assets | Lack of narrative | Incomplete stories | Overly commercial | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/web-stories-content-policy?hl=en,
appearance,conditional,200,Google,Best practices for creating Web Stories,,https://developers.google.com/search/docs/appearance/web-stories-creation-best-practices?hl=en,Storytelling | More storytelling best practices | Design | More design best practices | SEO | More SEO best practices | Technical | More technical best practices | Other resources | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance/web-stories-creation-best-practices?hl=en,
appearance,core,200,Google,Overview of Search appearance topics,,https://developers.google.com/search/docs/appearance?hl=en,Using structured data | Features that use structured data | Early Adopters Program | Get support | Resources | Tools,https://developers.google.com/search/docs/appearance?hl=en,
